MinionPro-Regular	6	AAllll FFiinnaall RReeppoorrtt CCoovveerrss -- LLaaiidd OOuutt..iinndddd 11 1177//0088//22002233 66::1188::2288 PPMM
ArialMT	11	September 2023
ArialMT	11	ISBN 978-0-6457941-5-1 (print)
ArialMT	11	ISBN 978-0-6457941-6-8 (online)
ArialMT	11	© Commonwealth of Australia 2023
ArialMT	11	With the exception of the Coat of Arms and where otherwise
ArialMT	11	stated, all material presented in this publication is provided
ArialMT	11	under a Creative Commons Attribution 4.0 International licence
ArialMT	11	(www.creativecommons.org/licenses).
ArialMT	11	For the avoidance of doubt, this means this licence only applies
ArialMT	11	to material as set out in this document.
ArialMT	11	The details of the relevant licence conditions are available
ArialMT	11	on the Creative Commons website as is the full legal code for
ArialMT	11	the CC BY 4.0 licence (www.creativecommons.org/licenses).
ArialMT	11	Use of the Coat of Arms
ArialMT	11	The terms under which the Coat of Arms can be used are
ArialMT	11	detailed on the Department of the Prime Minister and Cabinet
ArialMT	11	website (www.pmc.gov.au/government/commonwealth-coat-arms).
DINPro-Medium	45	Final Report
DINPro-Medium	32	Executive Summary,
DINPro-Medium	33	Our vision for an
DINPro-Medium	32	inclusive Australia and
DINPro-Medium	32	Recommendations
ArialMT	9	Royal Commission into Violence, Abuse, Neglect and Exploitation of People with Disability: Final Report
ArialMT	11	28 September 2023
ArialMT	11	His Excellency General the Honourable David Hurley AC DSC (Retd)
ArialMT	11	Governor-General of the Commonwealth of Australia
ArialMT	11	Government House
ArialMT	11	CANBERRA ACT 2600
ArialMT	11	Your Excellency,
ArialMT	11	In accordance with the letters patent issued on 4 April 2019 and amended on 13 September
ArialMT	11	2019, 13 May 2021 and 24 June 2021, we have made inquiries and now submit to you the
ArialMT	11	Final report of the Royal Commission into Violence, Abuse, Neglect and Exploitation of People
ArialMT	11	with Disability.
ArialMT	11	We are also submitting this report to their Excellencies the Governors of New South Wales,
ArialMT	11	Queensland, South Australia, Tasmania, Victoria and Western Australia.
ArialMT	11	Yours sincerely,
ArialMT	11	The Honourable Ronald Sackville AO KC
ArialMT	11	Ms Barbara Bennett PSM Dr Rhonda Louise Galbally AC
ArialMT	11	Ms Andrea Jane Mason OAM Dr Alastair James McEwin AM
ArialMT	11	The Honourable John Francis Ryan AM
ArialMT	9	Executive Summary, Our vision for an inclusive Australia and Recommendations i
ArialMT	9	ii Royal Commission into Violence, Abuse, Neglect and Exploitation of People with Disability: Final Report
DINPro-Medium	25	Acknowledgement of Country
ArialMT	11	The Royal Commission into Violence, Abuse, Neglect and Exploitation of People with
ArialMT	11	Disability (the Royal Commission) acknowledges Australia’s First Nations peoples as
ArialMT	11	the Traditional Custodians of the lands, seas and waters of Australia, and pays respect
ArialMT	11	to all First Nations Elders past, present and emerging.
ArialMT	11	We recognise their care for people and country. In particular, we acknowledge the
ArialMT	11	Traditional Custodians of the lands on which our offices are based: the Gadigal people
ArialMT	11	of the Eora Nation where our Sydney office stands, the Jagera and Turrbal people as
ArialMT	11	Traditional Owners and Custodians of the lands on which the city of Brisbane is located
ArialMT	11	and the Ngunnawal and Ngambri peoples upon whose land the city of Canberra is located.
ArialMT	11	We pay our respects to all First Nations people with disability and recognise the distinct
ArialMT	11	contributions they make to Australian life and to the outcome of this inquiry.
DINPro-Medium	25	Acknowledgement of people
DINPro-Medium	25	with disability
ArialMT	11	The Royal Commission acknowledges people with disability who fought and campaigned
ArialMT	11	long and hard for the establishment of this Royal Commission.
ArialMT	11	We acknowledge the courage and generosity of people with lived experience of disability who
ArialMT	11	shared their knowledge and experiences of violence, abuse, neglect and exploitation with the
ArialMT	11	Royal Commission. Their contributions to the Royal Commission have been indispensable
ArialMT	11	in framing recommendations designed to achieve a more inclusive society that supports
ArialMT	11	the independence of people with disability and their right to live free from violence, abuse,
ArialMT	11	neglect and exploitation.
Arial-BoldMT	11	Content warnings
ArialMT	11	This report contains information about violence, abuse, neglect and exploitation that
ArialMT	11	may be distressing to readers.
ArialMT	11	The report contains first-hand accounts of violence, abuse, neglect and exploitation.
ArialMT	11	As a result, some direct quotes in the report may contain language that may be
ArialMT	11	offensive to some people.
ArialMT	11	First Nations readers should be aware that some information in this report may have
ArialMT	11	been provided by or refer to First Nations people who have passed away.
ArialMT	9	Executive Summary, Our vision for an inclusive Australia and Recommendations iii
ArialMT	9	Royal Commission into Violence, Abuse, Neglect and Exploitation of People with Disability: Final Report
DINPro-Medium	25	Table of contents
