Arial-BoldMT	28	Interim Report
ArialMT	18	Royal Commission
ArialMT	18	on Antisemitism
ArialMT	18	and Social Cohesion
Arial-BoldMT	16	APRIL 2026
ArialMT	10	April 2026
ArialMT	10	ISBN 978-1-921357-77-0 (print)
ArialMT	10	ISBN 978-1-921357-78-7 (online)
ArialMT	10	© Commonwealth of Australia 2026
ArialMT	10	With the exception of the Coat of Arms, the department’s logo,
ArialMT	10	content supplied by third parties and where otherwise stated,
ArialMT	10	all material presented in this publication is provided under a
ArialMT	10	Creative Commons Attribution 4.0 International licence
ArialMT	10	(www.creativecommons.org/licenses).
ArialMT	10	For the avoidance of doubt, this means this licence only
ArialMT	10	applies to material as set out in this document.
ArialMT	10	The details of the relevant licence conditions are available on
ArialMT	10	the Creative Commons website as is the full legal code for the
ArialMT	10	CC BY 4.0 licence (www.creativecommons.org/licenses).
Arial-Black	10	Use of the Coat of Arms
ArialMT	10	The terms under which the Coat of Arms can be used are detailed
ArialMT	10	on the Department of the Prime Minister and Cabinet website
ArialMT	10	(www.pmc.gov.au/honours-and-symbols/commonwealth-coat-arms).
Arial-Black	10	Attribution
ArialMT	10	Material obtained from this publication is to be attributed as:
ArialMT	10	© Commonwealth of Australia 2026, Interim Report.
Arial-Black	10	Acknowledgement of Country
ArialMT	10	We acknowledge the traditional custodians of Australia and their
ArialMT	10	continuing connection to land, sea and community. We pay our
ArialMT	10	respects to the people, the cultures and the Elders, past and present,
ArialMT	10	and thank them for their ongoing contributions to the culture and
ArialMT	10	prosperity of the Australian nation.
Calibri	11	This report discusses some difficult themes, including details of the antisemitic attack at
Calibri	11	Bondi Beach on 14 December 2025. Readers may find parts of the report distressing.
Calibri	11	Support services are available if you or someone you know needs help.
Calibri,Bold	11	Urgent support
Calibri	11	If you require urgent or immediate help, please call Triple zero (000) or present to your local
Calibri	11	emergency department.
Calibri,Bold	10	24/7 Support
Calibri,Bold	9	Lifeline Australia Beyond Blue NSW Health Mental Health Line
Calibri	9	📞13 11 14 | 💬 0477 131 114 📞 1300 224 636 📞 1800 011 511
Calibri	9	Online chat, 24/7 crisis support 24/7 mental health support, Free 24/7 NSW service
Calibri	9	via phone, text, and chat. advice, and referrals (phone, connecting people to local mental
Calibri	9	webchat, email). health care.
Calibri,Bold	10	Youth Support
Calibri,Bold	9	Kids Helpline Headspace
Calibri	9	📞 1800 55 1800 | Online chat 📞 1800 650 850 | Online chat (3 pm–10 pm)
Calibri	9	24/7 free support for ages 5–25. Early intervention mental health support for ages
Calibri	9	12–25.
Calibri,Bold	10	Jewish Community Support
Calibri,Bold	9	Jewish House JewishCare
Calibri	9	📞 1300 544 357 (24/7) 📞 1300 133 660
Calibri	9	• Crisis accommodation and mental health (Mon–Thu: 9 am–5 pm, Fri: 9 am–4 pm AEST)
Calibri	9	support Support for community members affected by
Calibri	9	• Support navigating antisemitism trauma, including the Bondi attack, plus general
Calibri	9	• Counselling and referrals for adults and wellbeing services.
Calibri	9	children
Calibri,Bold	10	Multicultural & Anti- Local Incident Support (Bondi) Grief & Emotional Support
Calibri,Bold	10	Discrimination Support
Calibri,Bold	9	NSW Anti-Discrimination Board Service NSW Griefline
Calibri	9	📞 1800 670 812 📞 13 77 88 📞 1300 845 745
