REM-Medium	25	22	Australian Government Response
REM-Medium	25	26	to the Disability Royal Commission
REM-Medium	18	32	July 2024
REM-Medium	9	3	ii
REM-Medium	12	12	ISBN: 978-1-921380-91-4 (Print)
REM-Medium	12	14	ISBN: 978-1-921380-87-7 (Online)
REM-Medium	14	18	Copyright notice
REM-MediumItalic	12	28	This document, Australian Government Response to the Disability Royal
REM-Medium	12	30	Commission, is licensed under the Creative Commons Attribution 4.0
REM-Medium	12	32	International Licence
REM-Medium	12	35	Licence URL: creativecommons.org/licenses/by/4.0/legalcode
REM-Medium	12	38	Please attribute: © Commonwealth of Australia
REM-Medium	12	40	(Department of Social Services) 2024
REM-Medium	14	45	Notice:
REM-Medium	12	47	■ If you create a derivative of this document, the Department of Social
REM-Medium	12	49	Services requests the following notice be placed on your derivative:
REM-Medium	12	51	Based on Commonwealth of Australia (Department of Social Services) data.
REM-Medium	12	54	■ Inquiries regarding this licence or any other use of this document
REM-Medium	12	56	are welcome. Please contact: Branch Manager, Communication
REM-Medium	12	58	Services Branch, Department of Social Services. Phone: 1300 653 227.
REM-Medium	12	60	Email: communication@dss.gov.au
REM-Medium	14	64	Notice identifying other material or rights in this publication:
REM-Medium	12	67	■ Australian Commonwealth Coat of Arms – not Licensed under
REM-Medium	12	69	Creative Commons, see
REM-Medium	12	71	www.pmc.gov.au/honours-and-symbols/commonwealth-coat-arms
REM-Medium	12	74	■ Certain images and photographs (as marked) – not licensed under
REM-Medium	12	76	Creative Commons.
REM-Medium	9	97	Australian Government Response to the Disability Royal Commission
REM-Medium	9	3	iii
REM-Medium	22	12	Cover Artwork
REM-Medium	22	15	by Helen Butcher:
REM-Medium	22	18	‘Belonging’
REM-Medium	12	22	Artwork Title: Belonging
REM-Medium	12	24	Medium: Pencil on paper
REM-Medium	12	26	Developed: 2024
REM-Medium	12	30	‘ To me, the artwork ‘Belonging’ represents the inclusion of all
REM-Medium	12	32	people in society, embracing their differences. Inclusion means
REM-Medium	12	34	less discrimination, allowing people to feel they are part of the
REM-Medium	12	36	community and accepted for who they are. It’s about having a
REM-Medium	12	37	place in society, having a voice, being seen, and being able to access
REM-Medium	12	39	more opportunities. It’s not about being confined to a tiny box,
REM-Medium	12	41	but about creating more space for us — for instance, inclusive
REM-Medium	12	43	workplaces and interest groups.’
REM-MediumItalic	12	46	Helen Butcher, 2024
REM-Medium	12	50	Helen Butcher is an artist at ArtGusto, a supported art studio in Geelong,
REM-Medium	12	51	Victoria, dedicated to local disabled and neurodiverse artists.
REM-Medium	12	55	In mid-2017, Helen reignited her passion for art by joining ArtGusto.
REM-Medium	12	57	Over the past seven years, she has developed her own distinctive style
REM-Medium	12	59	through her exploration of florals and patterns. By using patterns, Helen
REM-Medium	12	60	creatively experiments with colour and design. While her love for florals
REM-Medium	12	62	remains, her art has evolved to include unexpected yet delightful expressions
REM-Medium	12	64	using geometric shapes and dynamic background-foreground interactions.
REM-Medium	12	66	Recently, she has expanded her artistic repertoire to include shaping
REM-Medium	12	68	clay into vessels, experimenting with glaze colour dynamics.
REM-Medium	12	71	When Helen first started at ArtGusto, she was hesitant to exhibit her work
REM-Medium	12	73	due to fear of criticism. However, she has since achieved significant milestones:
REM-Medium	12	75	her work has been published as cover art, exhibited in 27 group shows and
