FuturaPT-Demi	26	Royal Commission
FuturaPT-Demi	19	into Defence and Veteran Suicide
FuturaPT-Demi	36	Interim Report
HelveticaNeue	10	© Commonwealth of Australia 2022
HelveticaNeue	10	ISBN: 978-1-921241-12-3 (print)
HelveticaNeue	10	ISBN: 978-1-921241-13-0 (online)
HelveticaNeue	10	With the exception of the Coat of Arms and where otherwise stated, all material
HelveticaNeue	10	presented in this publication is provided under a Creative Commons Attribution 4.0
HelveticaNeue	10	International licence (www.creativecommons.org/licenses). For the avoidance of
HelveticaNeue	10	doubt, this means this licence only applies to material as set out in this document.
HelveticaNeue	10	Cover image: © Matt Jones. Matt Jones, Yarn, 2020, yarn and recycled waste fabric,
HelveticaNeue	10	183 x 183 x 18 cm. Collection of the Australian War Memorial, AWM2020.792.1.
HelveticaNeue	10	Inside cover image: © David Whittaker. Napier Waller Art Prize 2020 winner Matt
HelveticaNeue	10	Jones with his work Yarn. Photographed by David Whittaker, Australian War Memorial,
HelveticaNeue	10	AWM2020.4.96.4.1.
HelveticaNeue	10	The details of the relevant licence conditions are available on the Creative Commons
HelveticaNeue	10	website as is the full legal code for the CC BY 4.0 licence
HelveticaNeue	10	(www.creativecommons.org/licenses).
HelveticaNeue	10	The terms under which the Coat of Arms can be used are detailed on the Department
HelveticaNeue	10	of the Prime Minister and Cabinet website
HelveticaNeue	10	(www.pmc.gov.au/government/commonwealth-coat-arms).
FuturaPT-Demi	24	Content warning
HelveticaNeue	10	This report is about suicide and suicidality among serving and ex-serving Australian
HelveticaNeue	10	Defence Force (ADF) members. You may find that reading the report, or thinking about
HelveticaNeue	10	matters related to the Royal Commission, leads to the experience of distress. This may
HelveticaNeue	10	include remembering traumatic memories and strong emotional responses. We encourage
HelveticaNeue	10	you to use the available support services if you or someone you know needs help.
HelveticaNeue	10	It is important to write about suicide, suicidality, traumatic experiences and their
HelveticaNeue	10	ramifications in a safe and responsible manner. This report uses guidance from the
HelveticaNeue	10	Mindframe program. We aim to avoid using language that might encourage suicide. We
HelveticaNeue	10	also wish to avoid language that might stigmatise suicide, suicidality or mental ill-health.
HelveticaNeue	10	In the past, talking about these issues has been taboo. We aim to approach them in a
HelveticaNeue	11	constructive way, to help change attitudes, assumptions and behaviour while minimising
HelveticaNeue	10	risk and emphasising the importance of support. We recognise that because of the subject
HelveticaNeue	10	matter of this report, including our use of evidence and information provided by others,
HelveticaNeue	10	there may be times when the language used does not always meet best practice guidance.
FuturaPT-Demi	14	Urgent support
FuturaPT-Demi	12	If you require urgent or immediate help, please call:
HelveticaNeue	10	Triple zero (000) or present to your local emergency department.
FuturaPT-Demi	14	Support services
FuturaPT-Demi	12	Suicide Call Back Service Men’s Referral Service
HelveticaNeue	10	1300 659 467 1300 766 491
HelveticaNeue	10	24-hour counselling via telephone, online For men concerned about their own use
HelveticaNeue	10	and video of violence or abuse information
FuturaPT-Demi	12	Lifeline Australia Open Arms
HelveticaNeue	10	13 11 14 1800 011 046
